! R140 Conversion
! Date: 2024-08-14 14:49:34
! Start: 200.00MHz  Stop: 14.00GHz  Points: 167
! Permativity
# Hz e R 50
Frequency           Permativity_Real           Permativity__Imag           Q           Tan           Reflection_Real           Reflection_Imag
4.50000000E+9      7.44553400E+1      1.89691200E+1      4.74874800E+0      2.54771600E-1      -5.35352400E-1      -5.46052600E-1
4.55000000E+9      7.43630600E+1      1.91224400E+1      4.84032800E+0      2.57150200E-1      -5.40408000E-1      -5.39389200E-1
4.60000000E+9      7.42548400E+1      1.92648200E+1      4.92995000E+0      2.59441800E-1      -5.45452800E-1      -5.33117200E-1
4.65000000E+9      7.41665000E+1      1.94461800E+1      5.03044400E+0      2.62196000E-1      -5.50286400E-1      -5.27532600E-1
4.70000000E+9      7.40847600E+1      1.96198400E+1      5.12994600E+0      2.64829800E-1      -5.54390800E-1      -5.22415600E-1
4.75000000E+9      7.39999800E+1      1.97852800E+1      5.22823600E+0      2.67368600E-1      -5.57825200E-1      -5.17580000E-1
4.80000000E+9      7.39228400E+1      1.99475400E+1      5.32660200E+0      2.69843200E-1      -5.60815800E-1      -5.12651200E-1
4.85000000E+9      7.38489400E+1      2.00946200E+1      5.42176000E+0      2.72104200E-1      -5.65481000E-1      -5.06335600E-1
4.90000000E+9      7.37805200E+1      2.02306200E+1      5.51472800E+0      2.74199800E-1      -5.69859400E-1      -4.99644800E-1
4.95000000E+9      7.37102400E+1      2.03489800E+1      5.60360400E+0      2.76067400E-1      -5.72322400E-1      -4.94280200E-1
5.00000000E+9      7.36360600E+1      2.04863000E+1      5.69840600E+0      2.78210400E-1      -5.74251400E-1      -4.89027800E-1
5.05000000E+9      7.35439000E+1      2.06111600E+1      5.79046400E+0      2.80256600E-1      -5.79199600E-1      -4.83260600E-1
5.10000000E+9      7.34489400E+1      2.07504800E+1      5.88731800E+0      2.82515600E-1      -5.82547000E-1      -4.77120000E-1
5.15000000E+9      7.33468200E+1      2.09030200E+1      5.98874600E+0      2.84988800E-1      -5.86016800E-1      -4.72934200E-1
5.20000000E+9      7.32469400E+1      2.10577400E+1      6.09164800E+0      2.87489800E-1      -5.89133200E-1      -4.67307600E-1
5.25000000E+9      7.31564600E+1      2.12096000E+1      6.19456800E+0      2.89921000E-1      -5.93190600E-1      -4.63254600E-1
5.30000000E+9      7.30762600E+1      2.13552000E+1      6.29650200E+0      2.92232200E-1      -5.95854200E-1      -4.57748600E-1
5.35000000E+9      7.30040200E+1      2.14970400E+1      6.39811200E+0      2.94463800E-1      -5.97394400E-1      -4.56087600E-1
5.40000000E+9      7.29356000E+1      2.16373000E+1      6.50003800E+0      2.96662800E-1      -6.00050400E-1      -4.47801600E-1
5.45000000E+9      7.28715400E+1      2.17711000E+1      6.60080000E+0      2.98760400E-1      -6.03566000E-1      -4.42573200E-1
5.50000000E+9      7.27980800E+1      2.18937000E+1      6.69886400E+0      3.00745200E-1      -6.05510400E-1      -4.38338600E-1
5.55000000E+9      7.27291400E+1      2.20387000E+1      6.80453000E+0      3.03024000E-1      -6.07594200E-1      -4.32540800E-1
